Action Key,Process ID,Parent ID,Root Stage ID,Stage,Level #,Level Type,Action / Task,RACI Source ID,RACI Source Task,RACI Assignment Type,Responsible,Accountable,Consulted,Informed,Primary Swimlane,Gate,Recommended View,Status,Priority,AppSheet Show?,Original Row
4-29-6-7,4.29.6.7,4.29.6,4,Notice to Launch,4,Subtask,Set up Field SharePoint Folders,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,454
4-29-6-8,4.29.6.8,4.29.6,4,Notice to Launch,4,Subtask,Create I9 Folder,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,455
4-29-6-9,4.29.6.9,4.29.6,4,Notice to Launch,4,Subtask,Create HR Folder for Injuries and/or Performance,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,456
4-29-6-10,4.29.6.10,4.29.6,4,Notice to Launch,4,Subtask,Distribute Inventory,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,457
4-30,4.30,4,4,Notice to Launch,2,Process,Ship Equipment to Hotel,4.30,Ship Equipment to Hotel,Direct,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,458
4-30-1,4.30.1,4.30,4,Notice to Launch,3,Task,Ship Supplies to Hotel,4.30,Ship Equipment to Hotel,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,459
4-30-2,4.30.2,4.30,4,Notice to Launch,3,Task,Set up Travel,4.30,Ship Equipment to Hotel,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,460
4-31,4.31,4,4,Notice to Launch,2,Process,Create Customized Airport Directions,4.31,Create Customized Airport Directions,Direct,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,461
4-31-1,4.31.1,4.31,4,Notice to Launch,3,Task,Create Customized Driving Directions,4.31,Create Customized Airport Directions,Inherited,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,462
4-31-2,4.31.2,4.31,4,Notice to Launch,3,Task,Load Customized Directions to Teams for Recruiters,4.31,Create Customized Airport Directions,Inherited,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,463
4-31-3,4.31.3,4.31,4,Notice to Launch,3,Task,Book Flights for Admin & Pre-deployment Team,4.31,Create Customized Airport Directions,Inherited,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,464
4-31-4,4.31.4,4.31,4,Notice to Launch,3,Task,Send Flight Details to Admin & Pre-deployment Team,4.31,Create Customized Airport Directions,Inherited,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,465
4-31-5,4.31.5,4.31,4,Notice to Launch,3,Task,Security & Replacement Team Transportation,4.31,Create Customized Airport Directions,Inherited,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,466
4-32,4.32,4,4,Notice to Launch,2,Process,Book Flights,4.31,Create Customized Airport Directions,Inherited,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,467
4-32-1,4.32.1,4.32,4,Notice to Launch,3,Task,Update Flight Doc,4.31,Create Customized Airport Directions,Inherited,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,468
4-32-2,4.32.2,4.32,4,Notice to Launch,3,Task,Notify Recruiter of flight details,4.31,Create Customized Airport Directions,Inherited,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,469
4-32-3,4.32.3,4.32,4,Notice to Launch,3,Task,Recruiter Notify candidate of flight details,4.31,Create Customized Airport Directions,Inherited,Travel,Project Mgt,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,470
4-33,4.33,4,4,Notice to Launch,2,Process,Healthcare Team Transportation,4.33,Healthcare Team Transportation,Direct,Operations Field,Project Mgt,Travel,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,471
4-33-1,4.33.1,4.33,4,Notice to Launch,3,Task,HC: Determine Positions w/12+ hr. Orientation,4.33,Healthcare Team Transportation,Inherited,Operations Field,Project Mgt,Travel,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,472
4-33-2,4.33.2,4.33,4,Notice to Launch,3,Task,HC: Book Flights w/12+ Orientation,4.33,Healthcare Team Transportation,Inherited,Operations Field,Project Mgt,Travel,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,473
4-33-3,4.33.3,4.33,4,Notice to Launch,3,Task,"HC: Book Flights, remaining group",4.33,Healthcare Team Transportation,Inherited,Operations Field,Project Mgt,Travel,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,474
4-33-4,4.33.4,4.33,4,Notice to Launch,3,Task,HC: Update Flight Doc,4.33,Healthcare Team Transportation,Inherited,Operations Field,Project Mgt,Travel,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,475
4-33-5,4.33.5,4.33,4,Notice to Launch,3,Task,HC: Notify Recruiter of flight details,4.33,Healthcare Team Transportation,Inherited,Operations Field,Project Mgt,Travel,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,476
4-33-6,4.33.6,4.33,4,Notice to Launch,3,Task,HC: Recruiter Notify candidate of flight details,4.33,Healthcare Team Transportation,Inherited,Operations Field,Project Mgt,Travel,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,477
4-33-7,4.33.7,4.33,4,Notice to Launch,3,Task,Confirm Flight Check-In/Travel,4.33,Healthcare Team Transportation,Inherited,Operations Field,Project Mgt,Travel,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,478
4-34,4.34,4,4,Notice to Launch,2,Process,Notify Recruiter if Missed Flight,4.34,Notify Recruiter if Missed Flight,Direct,Travel,Operations Staffing,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,479
4-35,4.35,4,4,Notice to Launch,2,Process,On-Site Team Lodging,4.35,On-Site Team Lodging,Direct,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,480
4-36,4.36,4,4,Notice to Launch,2,Process,Meet and Greet Hotel Management,4.36,Meet and Greet Hotel Management,Direct,Operations Field,Director of Operations Field,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,481
4-36-1,4.36.1,4.36,4,Notice to Launch,3,Task,Establish Conference Rooms,4.36,Meet and Greet Hotel Management,Inherited,Operations Field,Director of Operations Field,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,482
4-36-2,4.36.2,4.36,4,Notice to Launch,3,Task,Obtain Room Keys,4.36,Meet and Greet Hotel Management,Inherited,Operations Field,Director of Operations Field,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,483
4-36-3,4.36.3,4.36,4,Notice to Launch,3,Task,On-Site Transportation Team,4.36,Meet and Greet Hotel Management,Inherited,Operations Field,Director of Operations Field,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,484
4-37,4.37,4,4,Notice to Launch,2,Process,Set up Vehicle Assignments,4.37,Set up Vehicle Assignments,Direct,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,485
4-37-1,4.37.1,4.37,4,Notice to Launch,3,Task,Obtain Damage Review w/Contract,4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,486
4-37-2,4.37.2,4.37,4,Notice to Launch,3,Task,Review Toll Road Process,4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,487
4-37-3,4.37.3,4.37,4,Notice to Launch,3,Task,Review Flight Schedule,4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,488
4-37-4,4.37.4,4.37,4,Notice to Launch,3,Task,Schedule Airport Runs,4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,489
4-37-5,4.37.5,4.37,4,Notice to Launch,3,Task,Schedule Comfort Runs,4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,490
4-37-6,4.37.6,4.37,4,Notice to Launch,3,Task,Confirm Facility Address(es),4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,491
4-37-7,4.37.7,4.37,4,Notice to Launch,3,Task,Supervisor/Coord Site Drive By,4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,492
4-37-8,4.37.8,4.37,4,Notice to Launch,3,Task,Run Through Transport Routes,4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,493
4-37-9,4.37.9,4.37,4,Notice to Launch,3,Task,Identify Personnel w/Time Station Scanning,4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,494
4-37-10,4.37.10,4.37,4,Notice to Launch,3,Task,On-Site In Processing / Onboarding,4.37,Set up Vehicle Assignments,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,495
4-38,4.38,4,4,Notice to Launch,2,Process,Set up conference room,4.38,Set up conference room,Direct,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,496
4-38-1,4.38.1,4.38,4,Notice to Launch,3,Task,Perform Drug Screen (if applicable),4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,497
4-38-2,4.38.2,4.38,4,Notice to Launch,3,Task,I9 Validation,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,498
4-38-3,4.38.3,4.38,4,Notice to Launch,3,Task,HC: Credential Validation,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,499
4-38-4,4.38.4,4.38,4,Notice to Launch,3,Task,HC: Drop Completed file in Shared Folder,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,500
4-38-5,4.38.5,4.38,4,Notice to Launch,3,Task,HC: Deliver Schedule & Orientation,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,501
4-38-6,4.38.6,4.38,4,Notice to Launch,3,Task,SEC: Deliver Schedules / Breaks / Lunches to team,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,502
4-38-7,4.38.7,4.38,4,Notice to Launch,3,Task,IND: Deliver Schedules / Breaks / Lunches to team,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,503
4-38-8,4.38.8,4.38,4,Notice to Launch,3,Task,Review Client Dress Code,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,504
4-38-9,4.38.9,4.38,4,Notice to Launch,3,Task,Review PPE Guidelines,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,505
4-38-10,4.38.10,4.38,4,Notice to Launch,3,Task,Deliver Per Diem Card (if applicable),4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,506
4-38-11,4.38.11,4.38,4,Notice to Launch,3,Task,Mark Per Diem Doc & Baggage (if applicable),4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,507
4-38-12,4.38.12,4.38,4,Notice to Launch,3,Task,Deliver Time & Attendance QR Code,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,508
4-38-13,4.38.13,4.38,4,Notice to Launch,3,Task,SEC: Obtain Uniform,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,509
4-38-14,4.38.14,4.38,4,Notice to Launch,3,Task,SEC: Obtain Equipment (sign off required),4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,510
4-38-15,4.38.15,4.38,4,Notice to Launch,3,Task,Provide Hotel Assignment,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,511
4-38-16,4.38.16,4.38,4,Notice to Launch,3,Task,On-Site Orientation / Training,4.38,Set up conference room,Inherited,Travel,Operations Field,Operations Field,Director of Operations Field,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,512
4-39,4.39,4,4,Notice to Launch,2,Process,HC: OJT Performed by Client,4.39,HC: OJT Performed by Client,Direct,Operations Field,Project Mgt,Admin operations,Operations Staffing,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,513
4-39-1,4.39.1,4.39,4,Notice to Launch,3,Task,HC: Schedule Changes Communicated to Huffmaster,4.39,HC: OJT Performed by Client,Inherited,Operations Field,Project Mgt,Admin operations,Operations Staffing,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,514
